date,open,high,low,close,volume
1997-01-03,9.4039,9.7928,9.3774,9.784,6762917
1997-01-06,9.837,10.0226,9.7309,9.8193,8524137
1997-01-07,9.7972,10.1463,9.6867,10.1375,6790952
1997-01-08,10.1817,10.2966,10.0237,10.058,8874401
1997-01-09,10.1375,10.1817,10.0226,10.111,5474477
1997-01-10,10.0492,10.2348,10.005,10.2171,7912575
1997-01-13,10.3054,10.448,10.1817,10.385,8244353
1997-01-14,10.4557,10.5883,10.3585,10.4027,8051541
1997-01-15,10.4292,10.4469,10.0049,10.0403,16079979
1997-01-16,10.164,10.3231,10.0447,10.0668,9432877
1997-01-17,10.0403,10.2789,10.0403,10.1861,6926546
1997-01-20,10.2082,10.3187,10.1806,10.2701,4148258
1997-01-21,10.2613,10.4911,10.2436,10.469,4565785
1997-01-22,10.4999,10.765,10.3761,10.7562,6256823
1997-01-23,10.8358,11.0214,10.7209,10.7297,7008647
1997-01-24,10.7474,10.933,10.6325,10.6413,8085408
1997-01-27,10.6689,10.765,10.5529,10.6148,4916352
1997-01-28,10.7916,10.8711,10.5883,10.6767,4160604
1997-01-29,10.7863,10.9454,10.7155,10.9454,5259677
1997-01-30,11.078,11.3344,11.0161,11.3256,6236092
1997-01-31,11.361,11.5997,11.3344,11.4759,7133462
1997-02-03,11.5643,11.6704,11.4582,11.5908,5469366
1997-02-04,11.6173,11.6616,11.4847,11.6527,6319434
1997-02-05,11.5202,11.529,10.9632,11.1223,13296627
1997-02-06,11.0957,11.1311,10.6625,10.8305,12757998
1997-02-07,10.9808,11.1223,10.9101,11.0604,8342675
1997-02-10,11.1576,11.2195,10.6791,10.7244,8934741
1997-02-11,10.9012,10.9454,10.3619,10.7332,10740754
1997-02-12,10.7333,11.1046,10.6448,11.0869,7974250
1997-02-13,11.1753,11.2461,11.0339,11.1046,6825382
1997-02-14,11.0428,11.1046,10.8571,10.9278,4902558
1997-02-18,10.9101,10.972,10.7598,10.9366,4246161
1997-02-19,10.9012,11.0161,10.8393,10.8835,3903584
1997-02-20,10.7686,10.8216,10.5641,10.6006,9123089
1997-02-21,10.5741,10.5841,10.2824,10.3531,9017380
1997-02-24,10.1762,10.5741,10.0613,10.5387,9333808
1997-02-25,10.6625,10.7067,10.4326,10.5299,7013785
1997-02-26,10.5034,10.5211,10.2381,10.3531,6699704
1997-02-27,10.3354,10.3442,9.8757,9.8834,7165788
1997-02-28,9.8668,10.2293,9.69,10.0348,10593565
1997-03-03,9.9817,10.3265,9.9375,10.3177,5836893
1997-03-04,10.3708,10.583,10.3266,10.3531,8512312
1997-03-05,10.468,10.583,10.4415,10.5741,7045930
1997-03-06,10.574,10.6271,10.2646,10.2823,8175752
1997-03-07,10.3619,10.468,10.079,10.1497,6097855
1997-03-10,10.132,10.3088,10.0082,10.2381,5807970
1997-03-11,10.2292,10.3353,10.1497,10.1762,5728116
1997-03-12,10.1232,10.1763,9.9022,10.0967,6958978
1997-03-13,10.0171,10.1497,9.9022,9.9906,6429236
1997-03-14,10.0525,10.1321,9.7254,9.7519,5771447
1997-03-17,9.6281,9.6723,9.3187,9.6458,11420440
1997-03-18,9.7077,9.7607,9.5927,9.6723,6735061
1997-03-19,9.5839,9.6193,9.3363,9.4336,9543317
1997-03-20,9.4512,9.5662,9.2832,9.4247,7623108
1997-03-21,9.4512,9.491,9.2214,9.2302,5827885
1997-03-24,9.1684,9.2745,8.8943,9.2391,12018472
